Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Fiyat Durumu,Price,Eşya Durumu,Müstakil mi,Dublex mi,Çatı katı mı,İlçe,Mahalle
1,69,2.0,13,0,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,4,0,Genel Fiyat,15000.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
70,85,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Avcılar,Gümüşpala Mahallesi
80,90,3.0,25,3,3.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Kağıthane,Çeliktepe Mahallesi
50,60,2.0,2,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,26000.0,0,0,0,0, Eyüpsultan,Çırçır Mahallesi
50,55,2.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
75,80,3.0,7,-1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18500.0,0,0,0,0, Eyüpsultan,Merkez Mahallesi
60,85,3.0,13,0,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Ümraniye,İnkılap Mahallesi
70,75,2.0,17,3,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,29000.0,1,0,0,0, Kağıthane,Hürriyet Mahallesi
120,130,4.0,25,5,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Kağıthane,Hürriyet Mahallesi
90,110,3.0,25,1,2.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Pendik,Yeni Mahallesi
103,120,4.0,25,4,6.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,2,0,Genel Fiyat,27000.0,0,0,0,0, Pendik,Kaynarca Mahallesi
90,95,3.0,25,2,2.0,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,2,0,Genel Fiyat,21000.0,0,0,0,0, Beykoz,Çubuklu Mahallesi
75,90,3.0,3,8,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Pendik,Fatih Mahallesi
85,90,2.0,25,1,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Beykoz,Kavacık Mahallesi
130,140,4.0,25,3,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,27000.0,0,0,0,0, Maltepe,Gülsuyu Mahallesi
75,85,3.0,17,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,21000.0,0,0,0,0, Üsküdar,Cumhuriyet Mahallesi
67,100,3.0,25,4,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,50000.0,1,0,0,0, Şile,Hacı Kasım Mahallesi
80,90,3.0,0,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Esenyurt,Mehterçeşme Mahallesi
75,80,3.0,7,4,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,47000.0,1,0,0,0, Şişli,Gülbahar Mahallesi
90,100,3.0,13,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,14500.0,0,0,0,0, Sultangazi,Zübeyde Hanım Mahallesi
135,140,4.0,17,1,2.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,1,Genel Fiyat,35000.0,0,0,1,0, Sarıyer,Maden Mahallesi
78,85,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30000.0,1,0,0,0, Fatih,Akşemsettin Mahallesi
58,65,2.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Fatih,Molla Gürani Mahallesi
90,100,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,18500.0,0,0,0,0, Avcılar,Cihangir Mahallesi
68,75,2.0,13,3,3.0,Doğalgaz Sobalı,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Küçükçekmece,İnönü Mahallesi
95,100,3.0,7,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,14000.0,0,0,0,0, Esenyurt,Osmangazi Mahallesi
70,80,3.0,0,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,26000.0,0,0,0,0, Gaziosmanpaşa,Barbaros Hayrettinpaşa Mahallesi
45,50,2.0,4,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22500.0,0,0,0,0, Üsküdar,Bulgurlu Mahallesi
120,145,4.0,17,1,3.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,2,1,Genel Fiyat,25000.0,0,0,0,0, Ümraniye,Altınşehir Mahallesi
60,68,3.0,2,1,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Kağıthane,Şirintepe Mahallesi
60,70,2.0,7,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,0, Bayrampaşa,Kartaltepe Mahallesi
105,120,4.0,17,1,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Evet,1,1,Genel Fiyat,28000.0,0,0,0,0, Ümraniye,Atakent Mahallesi
70,73,3.0,1,3,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Bahçelievler,Hürriyet Mahallesi
85,110,3.0,0,1,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,18500.0,0,0,0,0, Esenyurt,Bağlarçeşme Mahallesi
95,110,3.0,7,5,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,17500.0,0,0,0,0, Esenyurt,İncirtepe Mahallesi
80,85,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Bahçelievler,Siyavuşpaşa Mahallesi
60,70,2.0,0,1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Avcılar,Cihangir Mahallesi
75,80,2.0,7,23,29.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,15000.0,1,0,0,0, Esenyurt,Akevler Mahallesi
65,130,3.0,0,0,3.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,70000.0,0,0,0,0, Kadıköy,Caferağa Mahallesi
60,70,2.0,4,5,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,1,Genel Fiyat,22500.0,1,0,0,0, Pendik,Velibaba Mahallesi
85,90,3.0,25,4,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,18000.0,0,0,0,0, Sultangazi,50. Yıl Mahallesi
180,200,5.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,30000.0,0,0,0,0, Güngören,Haznedar Mahallesi
60,65,3.0,17,5,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,17000.0,1,0,0,1, Ümraniye,Çamlık Mahallesi
75,80,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Birim Fiyat,17000.0,0,0,0,0, Sultangazi,50. Yıl Mahallesi
100,120,3.0,17,3,3.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,1,Birim Fiyat,18000.0,0,0,0,0, Avcılar,Yeşilkent Mahallesi
95,100,4.0,17,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,22500.0,0,0,0,0, Çekmeköy,Çamlık Mahallesi
100,120,3.0,13,5,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,1,Genel Fiyat,30000.0,0,0,0,1, Silivri,Gümüşyaka Mahallesi
120,135,4.0,7,3,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Tuzla,Yayla Mahallesi
95,100,3.0,0,4,4.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,26000.0,0,0,0,0, Sultangazi,Cebeci Mahallesi
110,120,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Yabancıdan,Evet,1,1,Genel Fiyat,25000.0,0,0,0,0, Küçükçekmece,Gültepe Mahallesi
50,55,2.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20750.0,0,0,0,0, Kartal,Cumhuriyet Mahallesi
85,90,3.0,25,3,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Yabancıdan,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Avcılar,Cihangir Mahallesi
150,155,5.0,7,4,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,1,Genel Fiyat,27000.0,0,0,0,1, Küçükçekmece,Mehmet Akif Mahallesi
80,85,3.0,0,0,4.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,17500.0,0,0,0,0, Sultangazi,Cebeci Mahallesi
80,90,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Bahçelievler,Hürriyet Mahallesi
75,95,3.0,1,4,8.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,2,0,Genel Fiyat,27000.0,0,0,0,0, Pendik,Dumlupınar Mahallesi
122,186,4.0,0,5,6.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,0,Genel Fiyat,95000.0,0,0,0,0, Çekmeköy,Kirazlıdere Mahallesi
90,95,3.0,25,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,45000.0,0,0,0,0, Şişli,Cumhuriyet Mahallesi
50,65,2.0,4,6,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,20000.0,0,0,0,0, Beylikdüzü,Yakuplu Mahallesi
70,75,3.0,25,0,3.0,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,1,Birim Fiyat,20000.0,0,0,0,0, Fatih,Molla Gürani Mahallesi
75,95,3.0,13,0,3.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Ümraniye,Atakent Mahallesi
90,100,3.0,7,2,6.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,2,0,Genel Fiyat,30000.0,0,0,0,0, Küçükçekmece,Yeni Mahalle Mahallesi
65,75,2.0,25,1,4.0,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,1,1,Genel Fiyat,15000.0,1,0,1,0, Şişli,Fulya Mahallesi
80,95,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,20000.0,0,0,0,0, Eyüpsultan,Akşemsettin Mahallesi
120,130,3.0,25,0,3.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Beykoz,Göksu Mahallesi
70,80,3.0,25,-1,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Beykoz,Göksu Mahallesi
87,100,4.0,0,4,8.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,52000.0,0,0,0,0, Ataşehir,İçerenköy Mahallesi
110,130,4.0,25,2,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,24000.0,0,0,0,0, Kartal,Uğur Mumcu Mahallesi
100,120,4.0,25,3,8.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,51000.0,0,0,0,0, Kadıköy,Kozyatağı Mahallesi
100,105,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,17500.0,0,0,0,0, Bayrampaşa,Muratpaşa Mahallesi
80,90,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Büyükçekmece,Atatürk Mahallesi
80,90,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,15500.0,0,0,0,0, Büyükçekmece,Ulus Mahallesi
80,90,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,12000.0,0,0,0,0, Esenyurt,Hürriyet Mahallesi
80,90,3.0,0,2,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,65000.0,0,0,0,0, Bakırköy,Zuhuratbaba Mahallesi
85,100,3.0,7,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,45000.0,1,0,0,0, Beşiktaş,Dikilitaş Mahallesi
65,75,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Bayrampaşa,Muratpaşa Mahallesi
60,75,3.0,13,8,13.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,20000.0,0,0,0,0, Başakşehir,Güvercintepe Mahallesi
80,85,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Beşiktaş,Mecidiye Mahallesi
70,75,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Gaziosmanpaşa,Yenidoğan Mahallesi
75,85,2.0,7,3,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,50000.0,0,0,0,0, Sarıyer,Zekeriyaköy Mahallesi
70,80,2.0,7,-2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,50000.0,0,0,0,0, Sarıyer,Zekeriyaköy Mahallesi
120,130,3.0,7,0,6.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Esenyurt,Sultaniye Mahallesi
53,65,2.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,35000.0,1,0,0,0, Kadıköy,Osmanağa Mahallesi
180,200,6.0,25,4,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Avcılar,Ambarlı Mahallesi
85,90,3.0,17,3,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Sultangazi,Esentepe Mahallesi
80,90,3.0,0,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Avcılar,Denizköşkler Mahallesi
80,105,3.0,0,0,6.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,1,0,Genel Fiyat,60000.0,0,0,0,0, Çekmeköy,Kirazlıdere Mahallesi
65,70,2.0,4,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Gaziosmanpaşa,Merkez Mahallesi
90,100,3.0,17,4,4.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Güngören,Gençosman Mahallesi
50,60,2.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Fatih,Balat Mahallesi
80,102,3.0,1,33,40.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,22000.0,0,0,0,0, Esenyurt,Gökevler Mahallesi
65,70,3.0,13,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Birim Fiyat,15000.0,0,0,0,0, Sultangazi,Gazi Mahallesi
100,110,3.0,17,2,2.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,25000.0,1,0,0,0, Küçükçekmece,Fatih Mahallesi
60,72,2.0,13,6,11.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Pendik,Ahmet Yesevi Mahallesi
60,70,2.0,0,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,10000.0,0,0,0,0, Esenyurt,Pınar Mahallesi
75,95,3.0,17,4,8.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,35000.0,0,0,0,0, Çekmeköy,Soğukpınar Mahallesi
70,80,3.5,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,16500.0,0,0,0,0, Pendik,Orhangazi Mahallesi
70,75,3.0,17,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,14000.0,0,0,0,0, Bağcılar,Fatih Mahallesi
80,100,3.0,13,5,4.0,Doğalgaz Sobalı,Boş,Arsa Tapulu,Hayır,1,1,Genel Fiyat,12500.0,0,0,0,1, Arnavutköy,Yunus Emre Mahallesi
80,88,2.0,7,17,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,19000.0,1,0,0,0, Esenyurt,Zafer Mahallesi
60,70,2.0,13,9,30.0,Merkezi Doğalgaz,Boş,Yabancıdan,Evet,1,0,Genel Fiyat,12000.0,1,0,0,0, Esenyurt,İncirtepe Mahallesi
95,100,3.0,1,2,4.0,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Beylikdüzü,Yakuplu Mahallesi
185,200,6.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,3,1,Genel Fiyat,42500.0,0,0,0,0, Bahçelievler,Bahçelievler Mahallesi
80,90,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,11000.0,0,0,0,0, Esenyurt,Mehterçeşme Mahallesi
65,72,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,1,Genel Fiyat,25000.0,0,0,0,0, Üsküdar,Murat Reis Mahallesi
130,140,4.0,7,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,1, Sancaktepe,Fatih Mahallesi
110,140,4.0,25,6,6.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,43000.0,0,0,0,0, Kadıköy,Feneryolu Mahallesi
70,80,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Kağıthane,Merkez Mahallesi
135,150,4.0,13,7,21.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,50000.0,0,0,0,0, Başakşehir,Bahçeşehir 2. Kısım Mahallesi
75,80,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,28000.0,0,0,0,0, Beşiktaş,Mecidiye Mahallesi
80,85,3.0,25,2,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,35000.0,1,0,0,0, Kadıköy,Acıbadem Mahallesi
55,75,2.0,0,2,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Çekmeköy,Nişantepe Mahallesi
82,95,3.0,7,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,15750.0,0,0,0,0, Sancaktepe,Mevlana Mahallesi
50,67,2.0,7,1,5.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,21000.0,0,0,0,0, Çekmeköy,Alemdağ Mahallesi
65,75,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Üsküdar,Zeynep Kamil Mahallesi
55,65,2.0,7,0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,19000.0,0,0,0,0, Beylikdüzü,Kavaklı Mahallesi
55,65,2.0,7,3,6.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40000.0,1,0,0,0, Beşiktaş,Levent Mahallesi
98,131,4.0,0,16,17.0,Yerden Isıtma,Boş,Kat İrtifakı,Evet,2,0,Genel Fiyat,53250.0,0,0,0,0, Ümraniye,Armağanevler Mahallesi
50,60,3.0,0,0,2.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,27500.0,0,0,0,0, Üsküdar,Ünalan Mahallesi
60,70,3.0,0,0,2.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,32000.0,0,0,0,0, Üsküdar,Ünalan Mahallesi
170,171,5.0,7,0,10.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,55000.0,0,0,0,0, Zeytinburnu,Sümer Mahallesi
60,82,2.0,0,1,5.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,45000.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
60,74,2.0,13,15,19.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,30000.0,1,0,0,0, Küçükçekmece,Atakent Mahallesi
70,75,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,17000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
70,75,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,20000.0,1,0,0,0, Bahçelievler,Şirinevler Mahallesi
135,140,4.0,25,3,7.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,1,Genel Fiyat,18500.0,0,0,0,0, Küçükçekmece,Atatürk Mahallesi
70,85,3.0,0,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,30000.0,0,0,0,0, Ümraniye,Parseller Mahallesi
90,100,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,39000.0,1,0,0,0, Kağıthane,Ortabayır Mahallesi
70,90,3.0,13,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Kağıthane,Çağlayan Mahallesi
100,110,4.0,25,1,10.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,1,Genel Fiyat,18000.0,0,0,0,0, Beylikdüzü,Gürpınar Mahallesi
75,85,3.0,0,2,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,28000.0,0,0,0,0, Kağıthane,Gültepe Mahallesi
105,115,4.0,13,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,35000.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
60,75,2.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,1,0,0,0, Çekmeköy,Cumhuriyet Mahallesi
70,85,3.0,3,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,31000.0,0,0,0,0, Maltepe,Zümrütevler Mahallesi
120,130,4.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,36000.0,1,0,0,0, Üsküdar,Cumhuriyet Mahallesi
105,120,4.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,32000.0,0,0,0,0, Üsküdar,Bulgurlu Mahallesi
68,75,3.0,0,1,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Eyüpsultan,İslambey Mahallesi
80,85,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,18500.0,0,0,0,0, Kağıthane,Ortabayır Mahallesi
80,85,3.0,25,0,3.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,27000.0,1,0,0,0, Şişli,İnönü Mahallesi
35,40,2.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,18500.0,1,0,0,0, Şişli,Gülbahar Mahallesi
125,140,4.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Büyükçekmece,Fatih Mahallesi
90,100,3.0,17,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25500.0,0,0,0,0, Çekmeköy,Merkez Mahallesi
80,85,2.0,13,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,0, Sultangazi,75. Yıl Mahallesi
50,60,3.0,0,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,27000.0,0,0,0,0, Çekmeköy,Alemdağ Mahallesi
100,120,4.0,7,3,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,39000.0,0,0,0,0, Eyüpsultan,Esentepe Mahallesi
